"date","series_id","value","realtime_start","realtime_end"
2024-11-19,"SP500",5916.98,2025-03-05,2025-03-05
2024-11-20,"SP500",5917.11,2025-03-05,2025-03-05
2024-11-21,"SP500",5948.71,2025-03-05,2025-03-05
2024-11-22,"SP500",5969.34,2025-03-05,2025-03-05
2024-11-25,"SP500",5987.37,2025-03-05,2025-03-05
2024-11-26,"SP500",6021.63,2025-03-05,2025-03-05
2024-11-27,"SP500",5998.74,2025-03-05,2025-03-05
2024-11-28,"SP500",NA,2025-03-05,2025-03-05
2024-11-29,"SP500",6032.38,2025-03-05,2025-03-05
2024-12-02,"SP500",6047.15,2025-03-05,2025-03-05
2024-12-03,"SP500",6049.88,2025-03-05,2025-03-05
2024-12-04,"SP500",6086.49,2025-03-05,2025-03-05
2024-12-05,"SP500",6075.11,2025-03-05,2025-03-05
2024-12-06,"SP500",6090.27,2025-03-05,2025-03-05
2024-12-09,"SP500",6052.85,2025-03-05,2025-03-05
2024-12-10,"SP500",6034.91,2025-03-05,2025-03-05
2024-12-11,"SP500",6084.19,2025-03-05,2025-03-05
2024-12-12,"SP500",6051.25,2025-03-05,2025-03-05
2024-12-13,"SP500",6051.09,2025-03-05,2025-03-05
2024-12-16,"SP500",6074.08,2025-03-05,2025-03-05
2024-12-17,"SP500",6050.61,2025-03-05,2025-03-05
2024-12-18,"SP500",5872.16,2025-03-05,2025-03-05
2024-12-19,"SP500",5867.08,2025-03-05,2025-03-05
2024-12-20,"SP500",5930.85,2025-03-05,2025-03-05
2024-12-23,"SP500",5974.07,2025-03-05,2025-03-05
2024-12-24,"SP500",6040.04,2025-03-05,2025-03-05
2024-12-25,"SP500",NA,2025-03-05,2025-03-05
2024-12-26,"SP500",6037.59,2025-03-05,2025-03-05
2024-12-27,"SP500",5970.84,2025-03-05,2025-03-05
2024-12-30,"SP500",5906.94,2025-03-05,2025-03-05
2024-12-31,"SP500",5881.63,2025-03-05,2025-03-05
2025-01-01,"SP500",NA,2025-03-05,2025-03-05
2025-01-02,"SP500",5868.55,2025-03-05,2025-03-05
2025-01-03,"SP500",5942.47,2025-03-05,2025-03-05
2025-01-06,"SP500",5975.38,2025-03-05,2025-03-05
2025-01-07,"SP500",5909.03,2025-03-05,2025-03-05
2025-01-08,"SP500",5918.25,2025-03-05,2025-03-05
2025-01-09,"SP500",NA,2025-03-05,2025-03-05
2025-01-10,"SP500",5827.04,2025-03-05,2025-03-05
2025-01-13,"SP500",5836.22,2025-03-05,2025-03-05
2025-01-14,"SP500",5842.91,2025-03-05,2025-03-05
2025-01-15,"SP500",5949.91,2025-03-05,2025-03-05
2025-01-16,"SP500",5937.34,2025-03-05,2025-03-05
2025-01-17,"SP500",5996.66,2025-03-05,2025-03-05
2025-01-20,"SP500",NA,2025-03-05,2025-03-05
2025-01-21,"SP500",6049.24,2025-03-05,2025-03-05
2025-01-22,"SP500",6086.37,2025-03-05,2025-03-05
2025-01-23,"SP500",6118.71,2025-03-05,2025-03-05
2025-01-24,"SP500",6101.24,2025-03-05,2025-03-05
2025-01-27,"SP500",6012.28,2025-03-05,2025-03-05
2025-01-28,"SP500",6067.7,2025-03-05,2025-03-05
2025-01-29,"SP500",6039.31,2025-03-05,2025-03-05
2025-01-30,"SP500",6071.17,2025-03-05,2025-03-05
2025-01-31,"SP500",6040.53,2025-03-05,2025-03-05
2025-02-03,"SP500",5994.57,2025-03-05,2025-03-05
2025-02-04,"SP500",6037.88,2025-03-05,2025-03-05
2025-02-05,"SP500",6061.48,2025-03-05,2025-03-05
2025-02-06,"SP500",6083.57,2025-03-05,2025-03-05
2025-02-07,"SP500",6025.99,2025-03-05,2025-03-05
2025-02-10,"SP500",6066.44,2025-03-05,2025-03-05
2025-02-11,"SP500",6068.5,2025-03-05,2025-03-05
2025-02-12,"SP500",6051.97,2025-03-05,2025-03-05
2025-02-13,"SP500",6115.07,2025-03-05,2025-03-05
2025-02-14,"SP500",6114.63,2025-03-05,2025-03-05
2025-02-17,"SP500",NA,2025-03-05,2025-03-05
2025-02-18,"SP500",6129.58,2025-03-05,2025-03-05
2025-02-19,"SP500",6144.15,2025-03-05,2025-03-05
2025-02-20,"SP500",6117.52,2025-03-05,2025-03-05
2025-02-21,"SP500",6013.13,2025-03-05,2025-03-05
2025-02-24,"SP500",5983.25,2025-03-05,2025-03-05
2025-02-25,"SP500",5955.25,2025-03-05,2025-03-05
2025-02-26,"SP500",5956.06,2025-03-05,2025-03-05
2025-02-27,"SP500",5861.57,2025-03-05,2025-03-05
2025-02-28,"SP500",5954.5,2025-03-05,2025-03-05
2025-03-03,"SP500",5849.72,2025-03-05,2025-03-05
2025-03-04,"SP500",5778.15,2025-03-05,2025-03-05
2025-03-05,"SP500",5842.63,2025-03-05,2025-03-05
